game_number,name,space,color,turns,winner,player_number
160,PLAYER 2,9684,red,383,0,2
160,PLAYER 3,9747,yellow,383,0,3
160,PLAYER 4,9828,blue,383,0,4
161,PLAYER 1,10022,green,388,1,1
161,PLAYER 2,9988,red,387,0,2
161,PLAYER 3,9974,yellow,387,0,3
161,PLAYER 4,9690,blue,387,0,4
162,PLAYER 1,9931,green,384,0,1
162,PLAYER 2,9878,red,384,0,2
162,PLAYER 3,9756,yellow,384,0,3
162,PLAYER 4,10007,blue,384,1,4
163,PLAYER 1,10000,green,393,1,1
163,PLAYER 2,9886,red,392,0,2
163,PLAYER 3,9841,yellow,392,0,3
163,PLAYER 4,9947,blue,392,0,4
164,PLAYER 1,9979,green,391,0,1
164,PLAYER 2,10021,red,391,1,2
164,PLAYER 3,9858,yellow,390,0,3
164,PLAYER 4,9820,blue,390,0,4
165,PLAYER 1,9636,green,379,0,1
165,PLAYER 2,9458,red,379,0,2
165,PLAYER 3,10022,yellow,379,1,3
165,PLAYER 4,9716,blue,378,0,4
166,PLAYER 1,9720,green,388,0,1
166,PLAYER 2,9892,red,388,0,2
166,PLAYER 3,9942,yellow,388,0,3
166,PLAYER 4,10004,blue,388,1,4
167,PLAYER 1,10009,green,374,1,1
167,PLAYER 2,9590,red,373,0,2
167,PLAYER 3,9548,yellow,373,0,3
167,PLAYER 4,9398,blue,373,0,4
168,PLAYER 1,9603,green,383,0,1
168,PLAYER 2,9940,red,383,0,2
168,PLAYER 3,10007,yellow,383,1,3
168,PLAYER 4,9663,blue,382,0,4
169,PLAYER 1,9769,green,383,0,1
169,PLAYER 2,10003,red,383,1,2
169,PLAYER 3,9658,yellow,382,0,3
169,PLAYER 4,9951,blue,382,0,4
170,PLAYER 1,9897,green,380,0,1
170,PLAYER 2,10002,red,380,1,2
170,PLAYER 3,9711,yellow,379,0,3
170,PLAYER 4,9923,blue,379,0,4
171,PLAYER 1,9764,green,388,0,1
171,PLAYER 2,9841,red,388,0,2
171,PLAYER 3,10018,yellow,388,1,3
171,PLAYER 4,9870,blue,387,0,4
172,PLAYER 1,9530,green,380,0,1
172,PLAYER 2,9924,red,380,0,2
172,PLAYER 3,10022,yellow,380,1,3
172,PLAYER 4,9704,blue,379,0,4
173,PLAYER 1,10019,green,386,1,1
173,PLAYER 2,9816,red,385,0,2
173,PLAYER 3,9977,yellow,385,0,3
173,PLAYER 4,9966,blue,385,0,4
174,PLAYER 1,10007,green,375,1,1
174,PLAYER 2,9462,red,374,0,2
174,PLAYER 3,9546,yellow,374,0,3
174,PLAYER 4,9451,blue,374,0,4
175,PLAYER 1,9430,green,376,0,1
175,PLAYER 2,9672,red,376,0,2
175,PLAYER 3,9537,yellow,376,0,3
175,PLAYER 4,10012,blue,376,1,4
176,PLAYER 1,9879,green,379,0,1
176,PLAYER 2,9760,red,379,0,2
176,PLAYER 3,10008,yellow,379,1,3
176,PLAYER 4,9783,blue,378,0,4
177,PLAYER 1,9885,green,386,0,1
177,PLAYER 2,10007,red,386,1,2
177,PLAYER 3,9949,yellow,385,0,3
177,PLAYER 4,9707,blue,385,0,4
178,PLAYER 1,9861,green,386,0,1
178,PLAYER 2,10022,red,386,1,2
178,PLAYER 3,9872,yellow,385,0,3
178,PLAYER 4,9947,blue,385,0,4
179,PLAYER 1,9775,green,377,0,1
179,PLAYER 2,9727,red,377,0,2
179,PLAYER 3,9826,yellow,377,0,3
179,PLAYER 4,10004,blue,377,1,4
180,PLAYER 1,10000,green,380,1,1
180,PLAYER 2,9431,red,379,0,2
180,PLAYER 3,9793,yellow,379,0,3
180,PLAYER 4,9539,blue,379,0,4
181,PLAYER 1,9923,green,386,0,1
181,PLAYER 2,10009,red,386,1,2
181,PLAYER 3,9988,yellow,385,0,3
181,PLAYER 4,9802,blue,385,0,4
182,PLAYER 1,9887,green,383,0,1
182,PLAYER 2,9793,red,383,0,2
182,PLAYER 3,10027,yellow,383,1,3
182,PLAYER 4,9940,blue,382,0,4
183,PLAYER 1,10009,green,383,1,1
183,PLAYER 2,9845,red,382,0,2
183,PLAYER 3,9879,yellow,382,0,3
183,PLAYER 4,9919,blue,382,0,4
184,PLAYER 1,9937,green,382,0,1
184,PLAYER 2,9630,red,382,0,2
184,PLAYER 3,9832,yellow,382,0,3
184,PLAYER 4,10013,blue,382,1,4
185,PLAYER 1,9890,green,383,0,1
185,PLAYER 2,9827,red,383,0,2
185,PLAYER 3,10000,yellow,383,1,3
185,PLAYER 4,9714,blue,382,0,4
186,PLAYER 1,10005,green,382,1,1
186,PLAYER 2,9972,red,381,0,2
186,PLAYER 3,9737,yellow,381,0,3
186,PLAYER 4,9676,blue,381,0,4
187,PLAYER 1,9637,green,381,0,1
187,PLAYER 2,10021,red,381,1,2
187,PLAYER 3,9819,yellow,380,0,3
187,PLAYER 4,9967,blue,380,0,4
188,PLAYER 1,9984,green,387,0,1
188,PLAYER 2,10007,red,387,1,2
188,PLAYER 3,9858,yellow,386,0,3
188,PLAYER 4,9810,blue,386,0,4
189,PLAYER 1,9897,green,384,0,1
189,PLAYER 2,9951,red,384,0,2
189,PLAYER 3,9720,yellow,384,0,3
189,PLAYER 4,10019,blue,384,1,4
190,PLAYER 1,10004,green,377,1,1
190,PLAYER 2,9758,red,376,0,2
190,PLAYER 3,9671,yellow,376,0,3
190,PLAYER 4,9697,blue,376,0,4
191,PLAYER 1,9840,green,387,0,1
191,PLAYER 2,9871,red,387,0,2
191,PLAYER 3,9796,yellow,387,0,3
191,PLAYER 4,10006,blue,387,1,4
192,PLAYER 1,9717,green,384,0,1
192,PLAYER 2,9740,red,384,0,2
192,PLAYER 3,10014,yellow,384,1,3
192,PLAYER 4,9965,blue,383,0,4
193,PLAYER 1,9811,green,382,0,1
193,PLAYER 2,10002,red,382,1,2
193,PLAYER 3,9943,yellow,381,0,3
193,PLAYER 4,9771,blue,381,0,4
194,PLAYER 1,9966,green,386,0,1
194,PLAYER 2,9990,red,386,0,2
194,PLAYER 3,9939,yellow,386,0,3
194,PLAYER 4,10012,blue,386,1,4
195,PLAYER 1,9825,green,388,0,1
195,PLAYER 2,10006,red,388,1,2
195,PLAYER 3,9849,yellow,387,0,3
195,PLAYER 4,9943,blue,387,0,4
196,PLAYER 1,9532,green,384,0,1
196,PLAYER 2,10012,red,384,1,2
196,PLAYER 3,9698,yellow,383,0,3
196,PLAYER 4,9788,blue,383,0,4
197,PLAYER 1,9660,green,382,0,1
197,PLAYER 2,10001,red,382,1,2
197,PLAYER 3,9867,yellow,381,0,3
197,PLAYER 4,9815,blue,381,0,4
198,PLAYER 1,9688,green,381,0,1
198,PLAYER 2,9726,red,381,0,2
198,PLAYER 3,9749,yellow,381,0,3
198,PLAYER 4,10003,blue,381,1,4
199,PLAYER 1,9959,green,386,0,1
199,PLAYER 2,9885,red,386,0,2
199,PLAYER 3,10001,yellow,386,1,3
199,PLAYER 4,9635,blue,385,0,4
200,PLAYER 1,9473,green,379,0,1
200,PLAYER 2,9439,red,379,0,2
200,PLAYER 3,9708,yellow,379,0,3
200,PLAYER 4,10003,blue,379,1,4
201,PLAYER 1,9741,green,386,0,1
201,PLAYER 2,10006,red,386,1,2
201,PLAYER 3,9892,yellow,385,0,3
201,PLAYER 4,9600,blue,385,0,4
202,PLAYER 1,10005,green,381,1,1
202,PLAYER 2,9854,red,380,0,2
202,PLAYER 3,9916,yellow,380,0,3
202,PLAYER 4,9731,blue,380,0,4
203,PLAYER 1,9875,green,381,0,1
203,PLAYER 2,9699,red,381,0,2
203,PLAYER 3,10019,yellow,381,1,3
203,PLAYER 4,9763,blue,380,0,4
204,PLAYER 1,10004,green,385,1,1
204,PLAYER 2,9763,red,384,0,2
204,PLAYER 3,9859,yellow,384,0,3
204,PLAYER 4,9745,blue,384,0,4
205,PLAYER 1,9883,green,386,0,1
205,PLAYER 2,10018,red,386,1,2
205,PLAYER 3,9914,yellow,385,0,3
205,PLAYER 4,9727,blue,385,0,4
206,PLAYER 1,9999,green,381,0,1
206,PLAYER 2,9675,red,381,0,2
206,PLAYER 3,9922,yellow,381,0,3
206,PLAYER 4,10007,blue,381,1,4
207,PLAYER 1,9886,green,384,0,1
207,PLAYER 2,9903,red,384,0,2
207,PLAYER 3,9707,yellow,384,0,3
207,PLAYER 4,10003,blue,384,1,4
208,PLAYER 1,9845,green,384,0,1
208,PLAYER 2,9676,red,384,0,2
208,PLAYER 3,10018,yellow,384,1,3
208,PLAYER 4,9870,blue,383,0,4
209,PLAYER 1,10008,green,382,1,1
209,PLAYER 2,9927,red,381,0,2
209,PLAYER 3,9650,yellow,381,0,3
209,PLAYER 4,9783,blue,381,0,4
210,PLAYER 1,9602,green,376,0,1
210,PLAYER 2,10023,red,376,1,2
210,PLAYER 3,9764,yellow,375,0,3
210,PLAYER 4,9699,blue,375,0,4
211,PLAYER 1,9641,green,379,0,1
211,PLAYER 2,9778,red,379,0,2
211,PLAYER 3,10028,yellow,379,1,3
211,PLAYER 4,9970,blue,378,0,4
212,PLAYER 1,9760,green,382,0,1
212,PLAYER 2,9810,red,382,0,2
212,PLAYER 3,9876,yellow,382,0,3
212,PLAYER 4,10003,blue,382,1,4
213,PLAYER 1,9788,green,379,0,1
213,PLAYER 2,9691,red,379,0,2
213,PLAYER 3,10019,yellow,379,1,3
213,PLAYER 4,9738,blue,378,0,4
214,PLAYER 1,10010,green,381,1,1
214,PLAYER 2,9781,red,380,0,2
214,PLAYER 3,9775,yellow,380,0,3
214,PLAYER 4,9804,blue,380,0,4
215,PLAYER 1,9909,green,378,0,1
215,PLAYER 2,10004,red,378,1,2
215,PLAYER 3,9469,yellow,377,0,3
215,PLAYER 4,9563,blue,377,0,4
216,PLAYER 1,9665,green,381,0,1
216,PLAYER 2,9924,red,381,0,2
216,PLAYER 3,10002,yellow,381,1,3
216,PLAYER 4,9760,blue,380,0,4
217,PLAYER 1,9976,green,388,0,1
217,PLAYER 2,9855,red,388,0,2
217,PLAYER 3,10009,yellow,388,1,3
217,PLAYER 4,9842,blue,387,0,4
218,PLAYER 1,9895,green,378,0,1
218,PLAYER 2,10012,red,378,1,2
218,PLAYER 3,9557,yellow,377,0,3
218,PLAYER 4,9775,blue,377,0,4
219,PLAYER 1,9988,green,385,0,1
219,PLAYER 2,9942,red,385,0,2
219,PLAYER 3,9939,yellow,385,0,3
219,PLAYER 4,10015,blue,385,1,4
220,PLAYER 1,10008,green,380,1,1
220,PLAYER 2,9991,red,379,0,2
220,PLAYER 3,9713,yellow,379,0,3
220,PLAYER 4,9809,blue,379,0,4
221,PLAYER 1,9838,green,383,0,1
221,PLAYER 2,10019,red,383,1,2
221,PLAYER 3,9841,yellow,382,0,3
221,PLAYER 4,9723,blue,382,0,4
222,PLAYER 1,9922,green,389,0,1
222,PLAYER 2,9803,red,389,0,2
222,PLAYER 3,10003,yellow,389,1,3
222,PLAYER 4,9784,blue,388,0,4
223,PLAYER 1,9818,green,388,0,1
223,PLAYER 2,9948,red,388,0,2
223,PLAYER 3,10012,yellow,388,1,3
223,PLAYER 4,9839,blue,387,0,4
224,PLAYER 1,9814,green,391,0,1
224,PLAYER 2,10024,red,391,1,2
224,PLAYER 3,9885,yellow,390,0,3
224,PLAYER 4,9778,blue,390,0,4
225,PLAYER 1,9929,green,381,0,1
225,PLAYER 2,9865,red,381,0,2
225,PLAYER 3,9806,yellow,381,0,3
225,PLAYER 4,10008,blue,381,1,4
226,PLAYER 1,9864,green,378,0,1
226,PLAYER 2,10010,red,378,1,2
226,PLAYER 3,9998,yellow,377,0,3
226,PLAYER 4,9867,blue,377,0,4
227,PLAYER 1,9813,green,378,0,1
227,PLAYER 2,9831,red,378,0,2
227,PLAYER 3,10000,yellow,378,1,3
227,PLAYER 4,9634,blue,377,0,4
228,PLAYER 1,9887,green,379,0,1
228,PLAYER 2,9769,red,379,0,2
228,PLAYER 3,10008,yellow,379,1,3
228,PLAYER 4,9812,blue,378,0,4
229,PLAYER 1,10007,green,383,1,1
229,PLAYER 2,9617,red,382,0,2
229,PLAYER 3,9985,yellow,382,0,3
229,PLAYER 4,9883,blue,382,0,4
230,PLAYER 1,9379,green,369,0,1
230,PLAYER 2,9538,red,369,0,2
230,PLAYER 3,9560,yellow,369,0,3
230,PLAYER 4,10004,blue,369,1,4
231,PLAYER 1,9667,green,377,0,1
231,PLAYER 2,9743,red,377,0,2
231,PLAYER 3,9458,yellow,377,0,3
231,PLAYER 4,10017,blue,377,1,4
232,PLAYER 1,9715,green,376,0,1
232,PLAYER 2,9623,red,376,0,2
232,PLAYER 3,9719,yellow,376,0,3
232,PLAYER 4,10008,blue,376,1,4
233,PLAYER 1,10007,green,387,1,1
233,PLAYER 2,9972,red,386,0,2
233,PLAYER 3,9907,yellow,386,0,3
233,PLAYER 4,9979,blue,386,0,4
234,PLAYER 1,9983,green,389,0,1
234,PLAYER 2,9977,red,389,0,2
234,PLAYER 3,10020,yellow,389,1,3
234,PLAYER 4,9696,blue,388,0,4
235,PLAYER 1,9850,green,381,0,1
235,PLAYER 2,9876,red,381,0,2
235,PLAYER 3,9851,yellow,381,0,3
235,PLAYER 4,10006,blue,381,1,4
236,PLAYER 1,9788,green,382,0,1
236,PLAYER 2,9754,red,382,0,2
236,PLAYER 3,10006,yellow,382,1,3
236,PLAYER 4,9836,blue,381,0,4
237,PLAYER 1,10001,green,380,1,1
237,PLAYER 2,9883,red,379,0,2
237,PLAYER 3,9717,yellow,379,0,3
237,PLAYER 4,9941,blue,379,0,4
238,PLAYER 1,9895,green,383,0,1
238,PLAYER 2,9958,red,383,0,2
238,PLAYER 3,10010,yellow,383,1,3
238,PLAYER 4,9833,blue,382,0,4
239,PLAYER 1,9795,green,379,0,1
239,PLAYER 2,10019,red,379,1,2
239,PLAYER 3,9766,yellow,378,0,3
239,PLAYER 4,9709,blue,378,0,4
240,PLAYER 1,9898,green,381,0,1
240,PLAYER 2,10022,red,381,1,2
240,PLAYER 3,9649,yellow,380,0,3
240,PLAYER 4,9881,blue,380,0,4
241,PLAYER 1,9565,green,377,0,1
241,PLAYER 2,10019,red,377,1,2
241,PLAYER 3,9603,yellow,376,0,3
241,PLAYER 4,9489,blue,376,0,4
242,PLAYER 1,9821,green,382,0,1
242,PLAYER 2,9802,red,382,0,2
242,PLAYER 3,10000,yellow,382,1,3
242,PLAYER 4,9817,blue,381,0,4
243,PLAYER 1,9800,green,385,0,1
243,PLAYER 2,10019,red,385,1,2
243,PLAYER 3,9815,yellow,384,0,3
243,PLAYER 4,9789,blue,384,0,4
244,PLAYER 1,9614,green,375,0,1
244,PLAYER 2,9592,red,375,0,2
244,PLAYER 3,9654,yellow,375,0,3
244,PLAYER 4,10002,blue,375,1,4
245,PLAYER 1,10009,green,387,1,1
245,PLAYER 2,9933,red,386,0,2
245,PLAYER 3,9976,yellow,386,0,3
245,PLAYER 4,9917,blue,386,0,4
246,PLAYER 1,9799,green,382,0,1
246,PLAYER 2,10011,red,382,1,2
246,PLAYER 3,9836,yellow,381,0,3
246,PLAYER 4,9661,blue,381,0,4
247,PLAYER 1,10006,green,374,1,1
247,PLAYER 2,9841,red,373,0,2
247,PLAYER 3,9346,yellow,373,0,3
247,PLAYER 4,9231,blue,373,0,4
248,PLAYER 1,10003,green,381,1,1
248,PLAYER 2,9789,red,380,0,2
248,PLAYER 3,9929,yellow,380,0,3
248,PLAYER 4,9798,blue,380,0,4
249,PLAYER 1,9763,green,385,0,1
249,PLAYER 2,9828,red,385,0,2
249,PLAYER 3,10006,yellow,385,1,3
249,PLAYER 4,9651,blue,384,0,4
250,PLAYER 1,9909,green,379,0,1
250,PLAYER 2,10001,red,379,1,2
250,PLAYER 3,9829,yellow,378,0,3
250,PLAYER 4,9817,blue,378,0,4
251,PLAYER 1,10007,green,386,1,1
251,PLAYER 2,9927,red,385,0,2
251,PLAYER 3,9745,yellow,385,0,3
251,PLAYER 4,9572,blue,385,0,4
252,PLAYER 1,9703,green,378,0,1
252,PLAYER 2,9697,red,378,0,2
252,PLAYER 3,9617,yellow,378,0,3
252,PLAYER 4,10008,blue,378,1,4
253,PLAYER 1,9647,green,374,0,1
253,PLAYER 2,10012,red,374,1,2
253,PLAYER 3,9596,yellow,373,0,3
253,PLAYER 4,9816,blue,373,0,4
254,PLAYER 1,9771,green,382,0,1
254,PLAYER 2,9647,red,382,0,2
254,PLAYER 3,9807,yellow,382,0,3
254,PLAYER 4,10001,blue,382,1,4
255,PLAYER 1,9777,green,385,0,1
255,PLAYER 2,10011,red,385,1,2
255,PLAYER 3,9729,yellow,384,0,3
255,PLAYER 4,9891,blue,384,0,4
256,PLAYER 1,10003,green,381,1,1
256,PLAYER 2,9677,red,380,0,2
256,PLAYER 3,9573,yellow,380,0,3
256,PLAYER 4,9868,blue,380,0,4
257,PLAYER 1,9961,green,383,0,1
257,PLAYER 2,10017,red,383,1,2
257,PLAYER 3,9869,yellow,382,0,3
257,PLAYER 4,9889,blue,382,0,4
258,PLAYER 1,9698,green,375,0,1
258,PLAYER 2,9761,red,375,0,2
258,PLAYER 3,9703,yellow,375,0,3
258,PLAYER 4,10003,blue,375,1,4
259,PLAYER 1,9540,green,378,0,1
259,PLAYER 2,9743,red,378,0,2
259,PLAYER 3,10003,yellow,378,1,3
259,PLAYER 4,9825,blue,377,0,4
260,PLAYER 1,9999,green,386,0,1
260,PLAYER 2,10002,red,386,1,2
260,PLAYER 3,9908,yellow,385,0,3
260,PLAYER 4,9981,blue,385,0,4
261,PLAYER 1,9936,green,381,0,1
261,PLAYER 2,9691,red,381,0,2
261,PLAYER 3,9777,yellow,381,0,3
261,PLAYER 4,10001,blue,381,1,4
262,PLAYER 1,9874,green,386,0,1
262,PLAYER 2,10004,red,386,1,2
262,PLAYER 3,9863,yellow,385,0,3
262,PLAYER 4,9991,blue,385,0,4
263,PLAYER 1,9826,green,385,0,1
263,PLAYER 2,9838,red,385,0,2
263,PLAYER 3,10009,yellow,385,1,3
263,PLAYER 4,9848,blue,384,0,4
264,PLAYER 1,9813,green,381,0,1
264,PLAYER 2,10004,red,381,1,2
264,PLAYER 3,9451,yellow,380,0,3
264,PLAYER 4,9603,blue,380,0,4
265,PLAYER 1,9807,green,374,0,1
265,PLAYER 2,9464,red,374,0,2
265,PLAYER 3,9861,yellow,374,0,3
265,PLAYER 4,10001,blue,374,1,4
266,PLAYER 1,10010,green,387,1,1
266,PLAYER 2,9923,red,386,0,2
266,PLAYER 3,9741,yellow,386,0,3
266,PLAYER 4,9922,blue,386,0,4
267,PLAYER 1,9750,green,377,0,1
267,PLAYER 2,9728,red,377,0,2
267,PLAYER 3,9627,yellow,377,0,3
267,PLAYER 4,10017,blue,377,1,4
268,PLAYER 1,9867,green,385,0,1
268,PLAYER 2,10004,red,385,1,2
268,PLAYER 3,9884,yellow,384,0,3
268,PLAYER 4,9853,blue,384,0,4
269,PLAYER 1,10014,green,379,1,1
269,PLAYER 2,9967,red,378,0,2
269,PLAYER 3,9451,yellow,378,0,3
269,PLAYER 4,9801,blue,378,0,4
270,PLAYER 1,9685,green,371,0,1
270,PLAYER 2,10005,red,371,1,2
270,PLAYER 3,9701,yellow,370,0,3
270,PLAYER 4,9515,blue,370,0,4
271,PLAYER 1,9246,green,374,0,1
271,PLAYER 2,9616,red,374,0,2
271,PLAYER 3,9441,yellow,374,0,3
271,PLAYER 4,10006,blue,374,1,4
272,PLAYER 1,9744,green,390,0,1
272,PLAYER 2,10003,red,390,1,2
272,PLAYER 3,9982,yellow,389,0,3
272,PLAYER 4,9798,blue,389,0,4
273,PLAYER 1,9983,green,387,0,1
273,PLAYER 2,9918,red,387,0,2
273,PLAYER 3,9932,yellow,387,0,3
273,PLAYER 4,10000,blue,387,1,4
274,PLAYER 1,9939,green,379,0,1
274,PLAYER 2,9904,red,379,0,2
274,PLAYER 3,10013,yellow,379,1,3
274,PLAYER 4,9776,blue,378,0,4
275,PLAYER 1,9909,green,386,0,1
275,PLAYER 2,9863,red,386,0,2
275,PLAYER 3,10016,yellow,386,1,3
275,PLAYER 4,9872,blue,385,0,4
276,PLAYER 1,9812,green,377,0,1
276,PLAYER 2,9929,red,377,0,2
276,PLAYER 3,10003,yellow,377,1,3
276,PLAYER 4,9570,blue,376,0,4
277,PLAYER 1,9998,green,382,0,1
277,PLAYER 2,9646,red,382,0,2
277,PLAYER 3,10001,yellow,382,1,3
277,PLAYER 4,9760,blue,381,0,4
278,PLAYER 1,9689,green,377,0,1
278,PLAYER 2,9707,red,377,0,2
278,PLAYER 3,10011,yellow,377,1,3
278,PLAYER 4,9763,blue,376,0,4
279,PLAYER 1,9918,green,384,0,1
279,PLAYER 2,10018,red,384,1,2
279,PLAYER 3,9797,yellow,383,0,3
279,PLAYER 4,9935,blue,383,0,4
280,PLAYER 1,10005,green,386,1,1
280,PLAYER 2,9973,red,385,0,2
280,PLAYER 3,9847,yellow,385,0,3
280,PLAYER 4,9922,blue,385,0,4
281,PLAYER 1,9965,green,384,0,1
281,PLAYER 2,9882,red,384,0,2
281,PLAYER 3,10001,yellow,384,1,3
281,PLAYER 4,9876,blue,383,0,4
282,PLAYER 1,9827,green,387,0,1
282,PLAYER 2,10011,red,387,1,2
282,PLAYER 3,9950,yellow,386,0,3
282,PLAYER 4,9766,blue,386,0,4
283,PLAYER 1,9877,green,385,0,1
283,PLAYER 2,9946,red,385,0,2
283,PLAYER 3,9966,yellow,385,0,3
283,PLAYER 4,10018,blue,385,1,4
284,PLAYER 1,9892,green,388,0,1
284,PLAYER 2,9889,red,388,0,2
284,PLAYER 3,10010,yellow,388,1,3
284,PLAYER 4,9803,blue,387,0,4
285,PLAYER 1,10019,green,390,1,1
285,PLAYER 2,9916,red,389,0,2
285,PLAYER 3,9896,yellow,389,0,3
285,PLAYER 4,9914,blue,389,0,4
286,PLAYER 1,9882,green,373,0,1
286,PLAYER 2,9466,red,373,0,2
286,PLAYER 3,9503,yellow,373,0,3
286,PLAYER 4,10008,blue,373,1,4
287,PLAYER 1,10005,green,384,1,1
287,PLAYER 2,9631,red,383,0,2
287,PLAYER 3,9668,yellow,383,0,3
287,PLAYER 4,9756,blue,383,0,4
288,PLAYER 1,10019,green,383,1,1
288,PLAYER 2,9824,red,382,0,2
288,PLAYER 3,9950,yellow,382,0,3
288,PLAYER 4,9808,blue,382,0,4
289,PLAYER 1,9896,green,383,0,1
289,PLAYER 2,10000,red,383,1,2
289,PLAYER 3,9222,yellow,382,0,3
289,PLAYER 4,9759,blue,382,0,4
290,PLAYER 1,9839,green,389,0,1
290,PLAYER 2,10009,red,389,1,2
290,PLAYER 3,9985,yellow,388,0,3
290,PLAYER 4,9807,blue,388,0,4
291,PLAYER 1,10009,green,378,1,1
291,PLAYER 2,9381,red,377,0,2
291,PLAYER 3,9805,yellow,377,0,3
291,PLAYER 4,9688,blue,377,0,4
292,PLAYER 1,9988,green,380,0,1
292,PLAYER 2,9692,red,380,0,2
292,PLAYER 3,9538,yellow,380,0,3
292,PLAYER 4,10004,blue,380,1,4
293,PLAYER 1,9941,green,376,0,1
293,PLAYER 2,9705,red,376,0,2
293,PLAYER 3,9544,yellow,376,0,3
293,PLAYER 4,10001,blue,376,1,4
294,PLAYER 1,9445,green,379,0,1
294,PLAYER 2,9951,red,379,0,2
294,PLAYER 3,10000,yellow,379,1,3
294,PLAYER 4,9650,blue,378,0,4
295,PLAYER 1,9691,green,385,0,1
295,PLAYER 2,10000,red,385,1,2
295,PLAYER 3,9774,yellow,384,0,3
295,PLAYER 4,9792,blue,384,0,4
296,PLAYER 1,9909,green,385,0,1
296,PLAYER 2,10007,red,385,1,2
296,PLAYER 3,9845,yellow,384,0,3
296,PLAYER 4,9543,blue,384,0,4
297,PLAYER 1,9944,green,387,0,1
297,PLAYER 2,9897,red,387,0,2
297,PLAYER 3,10001,yellow,387,1,3
297,PLAYER 4,9888,blue,386,0,4
298,PLAYER 1,9928,green,384,0,1
298,PLAYER 2,9688,red,384,0,2
298,PLAYER 3,9742,yellow,384,0,3
298,PLAYER 4,10021,blue,384,1,4
299,PLAYER 1,9798,green,382,0,1
299,PLAYER 2,10001,red,382,1,2
299,PLAYER 3,9730,yellow,381,0,3
299,PLAYER 4,9838,blue,381,0,4
300,PLAYER 1,10003,green,383,1,1
300,PLAYER 2,9617,red,382,0,2
300,PLAYER 3,9744,yellow,382,0,3
300,PLAYER 4,9518,blue,382,0,4
301,PLAYER 1,9744,green,389,0,1
301,PLAYER 2,9985,red,389,0,2
301,PLAYER 3,10016,yellow,389,1,3
301,PLAYER 4,9795,blue,388,0,4
302,PLAYER 1,9889,green,388,0,1
302,PLAYER 2,9975,red,388,0,2
302,PLAYER 3,9909,yellow,388,0,3
302,PLAYER 4,10005,blue,388,1,4
303,PLAYER 1,9932,green,390,0,1
303,PLAYER 2,10009,red,390,1,2
303,PLAYER 3,9819,yellow,389,0,3
303,PLAYER 4,9885,blue,389,0,4
304,PLAYER 1,9847,green,384,0,1
304,PLAYER 2,10001,red,384,1,2
304,PLAYER 3,9823,yellow,383,0,3
304,PLAYER 4,9840,blue,383,0,4
305,PLAYER 1,9434,green,369,0,1
305,PLAYER 2,10002,red,369,1,2
305,PLAYER 3,9264,yellow,368,0,3
305,PLAYER 4,9620,blue,368,0,4
306,PLAYER 1,9676,green,383,0,1
306,PLAYER 2,9993,red,383,0,2
306,PLAYER 3,9856,yellow,383,0,3
306,PLAYER 4,10008,blue,383,1,4
307,PLAYER 1,9817,green,383,0,1
307,PLAYER 2,9523,red,383,0,2
307,PLAYER 3,10009,yellow,383,1,3
307,PLAYER 4,9945,blue,382,0,4
308,PLAYER 1,9460,green,377,0,1
308,PLAYER 2,9905,red,377,0,2
308,PLAYER 3,9753,yellow,377,0,3
308,PLAYER 4,10011,blue,377,1,4
309,PLAYER 1,10025,green,379,1,1
309,PLAYER 2,9997,red,378,0,2
309,PLAYER 3,9690,yellow,378,0,3
309,PLAYER 4,9758,blue,378,0,4
310,PLAYER 1,9807,green,381,0,1
310,PLAYER 2,10026,red,381,1,2
310,PLAYER 3,9701,yellow,380,0,3
310,PLAYER 4,9772,blue,380,0,4
311,PLAYER 1,9889,green,383,0,1
311,PLAYER 2,9664,red,383,0,2
311,PLAYER 3,10019,yellow,383,1,3
311,PLAYER 4,9795,blue,382,0,4
312,PLAYER 1,9759,green,382,0,1
312,PLAYER 2,9988,red,382,0,2
312,PLAYER 3,10000,yellow,382,1,3
312,PLAYER 4,9776,blue,381,0,4
313,PLAYER 1,10018,green,387,1,1
313,PLAYER 2,9697,red,386,0,2
313,PLAYER 3,9877,yellow,386,0,3
313,PLAYER 4,9882,blue,386,0,4
314,PLAYER 1,10022,green,389,1,1
314,PLAYER 2,9825,red,388,0,2
314,PLAYER 3,9969,yellow,388,0,3
314,PLAYER 4,9747,blue,388,0,4
315,PLAYER 1,9730,green,375,0,1
315,PLAYER 2,9533,red,375,0,2
315,PLAYER 3,9605,yellow,375,0,3
315,PLAYER 4,10017,blue,375,1,4
316,PLAYER 1,9452,green,380,0,1
316,PLAYER 2,10012,red,380,1,2
316,PLAYER 3,9723,yellow,379,0,3
316,PLAYER 4,9617,blue,379,0,4
317,PLAYER 1,9791,green,380,0,1
317,PLAYER 2,9736,red,380,0,2
317,PLAYER 3,10007,yellow,380,1,3
317,PLAYER 4,9959,blue,379,0,4
318,PLAYER 1,9698,green,381,0,1
318,PLAYER 2,10005,red,381,1,2
318,PLAYER 3,9829,yellow,380,0,3
318,PLAYER 4,9989,blue,380,0,4
319,PLAYER 1,10014,green,381,1,1
319,PLAYER 2,9647,red,380,0,2
319,PLAYER 3,9669,yellow,380,0,3
319,PLAYER 4,9693,blue,380,0,4
320,PLAYER 1,9691,green,379,0,1
320,PLAYER 2,9808,red,379,0,2
320,PLAYER 3,10000,yellow,379,1,3
