game_number,name,space,color,turns,winner,player_number
168,PLAYER 1,102,green,4,1,1
168,PLAYER 2,77,red,3,0,2
168,PLAYER 3,77,yellow,3,0,3
168,PLAYER 4,67,blue,3,0,4
169,PLAYER 1,108,green,4,1,1
169,PLAYER 2,71,red,3,0,2
169,PLAYER 3,44,yellow,3,0,3
169,PLAYER 4,85,blue,3,0,4
170,PLAYER 1,106,green,5,1,1
170,PLAYER 2,73,red,4,0,2
170,PLAYER 3,98,yellow,4,0,3
170,PLAYER 4,83,blue,4,0,4
171,PLAYER 1,81,green,3,0,1
171,PLAYER 2,106,red,3,1,2
171,PLAYER 3,59,yellow,2,0,3
171,PLAYER 4,48,blue,2,0,4
172,PLAYER 1,94,green,3,0,1
172,PLAYER 2,58,red,3,0,2
172,PLAYER 3,91,yellow,3,0,3
172,PLAYER 4,107,blue,3,1,4
173,PLAYER 1,102,green,4,1,1
173,PLAYER 2,84,red,3,0,2
173,PLAYER 3,62,yellow,3,0,3
173,PLAYER 4,82,blue,3,0,4
174,PLAYER 1,99,green,4,0,1
174,PLAYER 2,91,red,4,0,2
174,PLAYER 3,100,yellow,4,1,3
174,PLAYER 4,59,blue,3,0,4
175,PLAYER 1,121,green,4,1,1
175,PLAYER 2,62,red,3,0,2
175,PLAYER 3,70,yellow,3,0,3
175,PLAYER 4,66,blue,3,0,4
176,PLAYER 1,75,green,4,0,1
176,PLAYER 2,76,red,4,0,2
176,PLAYER 3,101,yellow,4,1,3
176,PLAYER 4,65,blue,3,0,4
177,PLAYER 1,103,green,4,1,1
177,PLAYER 2,88,red,3,0,2
177,PLAYER 3,97,yellow,3,0,3
177,PLAYER 4,93,blue,3,0,4
178,PLAYER 1,121,green,4,1,1
178,PLAYER 2,93,red,3,0,2
178,PLAYER 3,98,yellow,3,0,3
178,PLAYER 4,84,blue,3,0,4
179,PLAYER 1,99,green,4,0,1
179,PLAYER 2,93,red,4,0,2
179,PLAYER 3,107,yellow,4,1,3
179,PLAYER 4,81,blue,3,0,4
180,PLAYER 1,110,green,4,1,1
180,PLAYER 2,88,red,3,0,2
180,PLAYER 3,67,yellow,3,0,3
180,PLAYER 4,64,blue,3,0,4
181,PLAYER 1,67,green,3,0,1
181,PLAYER 2,113,red,3,1,2
181,PLAYER 3,48,yellow,2,0,3
181,PLAYER 4,73,blue,2,0,4
182,PLAYER 1,113,green,3,1,1
182,PLAYER 2,49,red,2,0,2
182,PLAYER 3,70,yellow,2,0,3
182,PLAYER 4,40,blue,2,0,4
183,PLAYER 1,109,green,3,1,1
183,PLAYER 2,45,red,2,0,2
183,PLAYER 3,38,yellow,2,0,3
183,PLAYER 4,38,blue,2,0,4
184,PLAYER 1,106,green,4,1,1
184,PLAYER 2,84,red,3,0,2
184,PLAYER 3,79,yellow,3,0,3
184,PLAYER 4,99,blue,3,0,4
185,PLAYER 1,115,green,4,1,1
185,PLAYER 2,47,red,3,0,2
185,PLAYER 3,66,yellow,3,0,3
185,PLAYER 4,85,blue,3,0,4
186,PLAYER 1,99,green,4,0,1
186,PLAYER 2,103,red,4,1,2
186,PLAYER 3,69,yellow,3,0,3
186,PLAYER 4,87,blue,3,0,4
187,PLAYER 1,87,green,4,0,1
187,PLAYER 2,102,red,4,1,2
187,PLAYER 3,92,yellow,3,0,3
187,PLAYER 4,66,blue,3,0,4
188,PLAYER 1,108,green,4,1,1
188,PLAYER 2,80,red,3,0,2
188,PLAYER 3,53,yellow,3,0,3
188,PLAYER 4,79,blue,3,0,4
189,PLAYER 1,85,green,4,0,1
189,PLAYER 2,71,red,4,0,2
189,PLAYER 3,100,yellow,4,1,3
189,PLAYER 4,82,blue,3,0,4
190,PLAYER 1,100,green,4,1,1
190,PLAYER 2,85,red,3,0,2
190,PLAYER 3,81,yellow,3,0,3
190,PLAYER 4,88,blue,3,0,4
191,PLAYER 1,106,green,4,1,1
191,PLAYER 2,71,red,3,0,2
191,PLAYER 3,74,yellow,3,0,3
191,PLAYER 4,74,blue,3,0,4
192,PLAYER 1,87,green,4,0,1
192,PLAYER 2,119,red,4,1,2
192,PLAYER 3,80,yellow,3,0,3
192,PLAYER 4,61,blue,3,0,4
193,PLAYER 1,83,green,4,0,1
193,PLAYER 2,105,red,4,1,2
193,PLAYER 3,66,yellow,3,0,3
193,PLAYER 4,93,blue,3,0,4
194,PLAYER 1,63,green,3,0,1
194,PLAYER 2,77,red,3,0,2
194,PLAYER 3,106,yellow,3,1,3
194,PLAYER 4,50,blue,2,0,4
195,PLAYER 1,100,green,3,1,1
195,PLAYER 2,42,red,2,0,2
195,PLAYER 3,47,yellow,2,0,3
195,PLAYER 4,70,blue,2,0,4
196,PLAYER 1,117,green,5,1,1
196,PLAYER 2,92,red,4,0,2
196,PLAYER 3,77,yellow,4,0,3
196,PLAYER 4,72,blue,4,0,4
197,PLAYER 1,78,green,3,0,1
197,PLAYER 2,77,red,3,0,2
197,PLAYER 3,71,yellow,3,0,3
197,PLAYER 4,102,blue,3,1,4
198,PLAYER 1,88,green,4,0,1
198,PLAYER 2,117,red,4,1,2
198,PLAYER 3,84,yellow,3,0,3
198,PLAYER 4,61,blue,3,0,4
199,PLAYER 1,77,green,4,0,1
199,PLAYER 2,106,red,4,1,2
199,PLAYER 3,76,yellow,3,0,3
199,PLAYER 4,69,blue,3,0,4
200,PLAYER 1,101,green,4,1,1
200,PLAYER 2,93,red,3,0,2
200,PLAYER 3,48,yellow,3,0,3
200,PLAYER 4,72,blue,3,0,4
201,PLAYER 1,102,green,3,1,1
201,PLAYER 2,36,red,2,0,2
201,PLAYER 3,52,yellow,2,0,3
201,PLAYER 4,46,blue,2,0,4
202,PLAYER 1,65,green,3,0,1
202,PLAYER 2,77,red,3,0,2
202,PLAYER 3,103,yellow,3,1,3
202,PLAYER 4,51,blue,2,0,4
203,PLAYER 1,78,green,4,0,1
203,PLAYER 2,104,red,4,1,2
203,PLAYER 3,87,yellow,3,0,3
203,PLAYER 4,83,blue,3,0,4
204,PLAYER 1,85,green,3,0,1
204,PLAYER 2,90,red,3,0,2
204,PLAYER 3,102,yellow,3,1,3
204,PLAYER 4,58,blue,2,0,4
205,PLAYER 1,67,green,4,0,1
205,PLAYER 2,94,red,4,0,2
205,PLAYER 3,95,yellow,4,0,3
205,PLAYER 4,104,blue,4,1,4
206,PLAYER 1,94,green,3,0,1
206,PLAYER 2,105,red,3,1,2
206,PLAYER 3,44,yellow,2,0,3
206,PLAYER 4,57,blue,2,0,4
207,PLAYER 1,85,green,4,0,1
207,PLAYER 2,127,red,4,1,2
207,PLAYER 3,70,yellow,3,0,3
207,PLAYER 4,82,blue,3,0,4
208,PLAYER 1,108,green,4,1,1
208,PLAYER 2,67,red,3,0,2
208,PLAYER 3,91,yellow,3,0,3
208,PLAYER 4,82,blue,3,0,4
209,PLAYER 1,110,green,4,1,1
209,PLAYER 2,72,red,3,0,2
209,PLAYER 3,90,yellow,3,0,3
209,PLAYER 4,94,blue,3,0,4
210,PLAYER 1,126,green,4,1,1
210,PLAYER 2,71,red,3,0,2
210,PLAYER 3,58,yellow,3,0,3
210,PLAYER 4,90,blue,3,0,4
211,PLAYER 1,100,green,4,1,1
211,PLAYER 2,74,red,3,0,2
211,PLAYER 3,62,yellow,3,0,3
211,PLAYER 4,80,blue,3,0,4
212,PLAYER 1,100,green,4,1,1
212,PLAYER 2,60,red,3,0,2
212,PLAYER 3,58,yellow,3,0,3
212,PLAYER 4,89,blue,3,0,4
213,PLAYER 1,91,green,3,0,1
213,PLAYER 2,59,red,3,0,2
213,PLAYER 3,102,yellow,3,1,3
213,PLAYER 4,72,blue,2,0,4
214,PLAYER 1,102,green,3,1,1
214,PLAYER 2,66,red,2,0,2
214,PLAYER 3,67,yellow,2,0,3
214,PLAYER 4,45,blue,2,0,4
215,PLAYER 1,106,green,4,1,1
215,PLAYER 2,83,red,3,0,2
215,PLAYER 3,77,yellow,3,0,3
215,PLAYER 4,89,blue,3,0,4
216,PLAYER 1,98,green,4,0,1
216,PLAYER 2,90,red,4,0,2
216,PLAYER 3,108,yellow,4,1,3
216,PLAYER 4,87,blue,3,0,4
217,PLAYER 1,93,green,4,0,1
217,PLAYER 2,91,red,4,0,2
217,PLAYER 3,83,yellow,4,0,3
217,PLAYER 4,108,blue,4,1,4
218,PLAYER 1,95,green,4,0,1
218,PLAYER 2,93,red,4,0,2
218,PLAYER 3,100,yellow,4,1,3
218,PLAYER 4,86,blue,3,0,4
219,PLAYER 1,119,green,4,1,1
219,PLAYER 2,93,red,3,0,2
219,PLAYER 3,86,yellow,3,0,3
219,PLAYER 4,80,blue,3,0,4
220,PLAYER 1,89,green,4,0,1
220,PLAYER 2,108,red,4,1,2
220,PLAYER 3,93,yellow,3,0,3
220,PLAYER 4,78,blue,3,0,4
221,PLAYER 1,90,green,4,0,1
221,PLAYER 2,102,red,4,1,2
221,PLAYER 3,97,yellow,3,0,3
221,PLAYER 4,86,blue,3,0,4
222,PLAYER 1,101,green,4,1,1
222,PLAYER 2,50,red,3,0,2
222,PLAYER 3,71,yellow,3,0,3
222,PLAYER 4,47,blue,3,0,4
223,PLAYER 1,94,green,4,0,1
223,PLAYER 2,107,red,4,1,2
223,PLAYER 3,90,yellow,3,0,3
223,PLAYER 4,67,blue,3,0,4
224,PLAYER 1,106,green,4,1,1
224,PLAYER 2,89,red,3,0,2
224,PLAYER 3,89,yellow,3,0,3
224,PLAYER 4,88,blue,3,0,4
225,PLAYER 1,60,green,4,0,1
225,PLAYER 2,106,red,4,1,2
225,PLAYER 3,85,yellow,3,0,3
225,PLAYER 4,68,blue,3,0,4
226,PLAYER 1,98,green,5,0,1
226,PLAYER 2,117,red,5,1,2
226,PLAYER 3,89,yellow,4,0,3
226,PLAYER 4,97,blue,4,0,4
227,PLAYER 1,94,green,4,0,1
227,PLAYER 2,104,red,4,1,2
227,PLAYER 3,79,yellow,3,0,3
227,PLAYER 4,51,blue,3,0,4
228,PLAYER 1,101,green,4,1,1
228,PLAYER 2,80,red,3,0,2
228,PLAYER 3,80,yellow,3,0,3
228,PLAYER 4,92,blue,3,0,4
229,PLAYER 1,101,green,3,1,1
229,PLAYER 2,48,red,2,0,2
229,PLAYER 3,56,yellow,2,0,3
229,PLAYER 4,47,blue,2,0,4
230,PLAYER 1,96,green,4,0,1
230,PLAYER 2,104,red,4,1,2
230,PLAYER 3,91,yellow,3,0,3
230,PLAYER 4,55,blue,3,0,4
231,PLAYER 1,106,green,5,1,1
231,PLAYER 2,76,red,4,0,2
231,PLAYER 3,90,yellow,4,0,3
231,PLAYER 4,77,blue,4,0,4
232,PLAYER 1,94,green,4,0,1
232,PLAYER 2,81,red,4,0,2
232,PLAYER 3,101,yellow,4,1,3
232,PLAYER 4,81,blue,3,0,4
233,PLAYER 1,104,green,4,1,1
233,PLAYER 2,80,red,3,0,2
233,PLAYER 3,96,yellow,3,0,3
233,PLAYER 4,89,blue,3,0,4
234,PLAYER 1,109,green,4,1,1
234,PLAYER 2,85,red,3,0,2
234,PLAYER 3,94,yellow,3,0,3
234,PLAYER 4,61,blue,3,0,4
235,PLAYER 1,62,green,3,0,1
235,PLAYER 2,100,red,3,1,2
235,PLAYER 3,71,yellow,2,0,3
235,PLAYER 4,29,blue,2,0,4
236,PLAYER 1,102,green,4,1,1
236,PLAYER 2,99,red,3,0,2
236,PLAYER 3,62,yellow,3,0,3
236,PLAYER 4,95,blue,3,0,4
237,PLAYER 1,103,green,4,1,1
237,PLAYER 2,82,red,3,0,2
237,PLAYER 3,70,yellow,3,0,3
237,PLAYER 4,55,blue,3,0,4
238,PLAYER 1,109,green,4,1,1
238,PLAYER 2,92,red,3,0,2
238,PLAYER 3,87,yellow,3,0,3
238,PLAYER 4,85,blue,3,0,4
239,PLAYER 1,72,green,4,0,1
239,PLAYER 2,112,red,4,1,2
239,PLAYER 3,71,yellow,3,0,3
239,PLAYER 4,84,blue,3,0,4
240,PLAYER 1,93,green,4,0,1
240,PLAYER 2,119,red,4,1,2
240,PLAYER 3,67,yellow,3,0,3
240,PLAYER 4,70,blue,3,0,4
241,PLAYER 1,101,green,4,1,1
241,PLAYER 2,75,red,3,0,2
241,PLAYER 3,62,yellow,3,0,3
241,PLAYER 4,91,blue,3,0,4
242,PLAYER 1,91,green,4,0,1
242,PLAYER 2,100,red,4,1,2
242,PLAYER 3,89,yellow,3,0,3
242,PLAYER 4,92,blue,3,0,4
243,PLAYER 1,120,green,4,1,1
243,PLAYER 2,78,red,3,0,2
243,PLAYER 3,91,yellow,3,0,3
243,PLAYER 4,70,blue,3,0,4
244,PLAYER 1,107,green,4,1,1
244,PLAYER 2,69,red,3,0,2
244,PLAYER 3,49,yellow,3,0,3
244,PLAYER 4,86,blue,3,0,4
245,PLAYER 1,106,green,4,1,1
245,PLAYER 2,77,red,3,0,2
245,PLAYER 3,97,yellow,3,0,3
245,PLAYER 4,50,blue,3,0,4
246,PLAYER 1,100,green,4,1,1
246,PLAYER 2,65,red,3,0,2
246,PLAYER 3,89,yellow,3,0,3
246,PLAYER 4,56,blue,3,0,4
247,PLAYER 1,102,green,4,1,1
247,PLAYER 2,69,red,3,0,2
247,PLAYER 3,57,yellow,3,0,3
247,PLAYER 4,91,blue,3,0,4
248,PLAYER 1,108,green,4,1,1
248,PLAYER 2,69,red,3,0,2
248,PLAYER 3,85,yellow,3,0,3
248,PLAYER 4,74,blue,3,0,4
249,PLAYER 1,69,green,4,0,1
249,PLAYER 2,109,red,4,1,2
249,PLAYER 3,70,yellow,3,0,3
249,PLAYER 4,88,blue,3,0,4
250,PLAYER 1,89,green,4,0,1
250,PLAYER 2,105,red,4,1,2
250,PLAYER 3,73,yellow,3,0,3
250,PLAYER 4,67,blue,3,0,4
251,PLAYER 1,106,green,4,1,1
251,PLAYER 2,84,red,3,0,2
251,PLAYER 3,78,yellow,3,0,3
251,PLAYER 4,65,blue,3,0,4
252,PLAYER 1,71,green,3,0,1
252,PLAYER 2,77,red,3,0,2
252,PLAYER 3,104,yellow,3,1,3
252,PLAYER 4,44,blue,2,0,4
253,PLAYER 1,100,green,4,1,1
253,PLAYER 2,79,red,3,0,2
253,PLAYER 3,79,yellow,3,0,3
253,PLAYER 4,77,blue,3,0,4
254,PLAYER 1,78,green,4,0,1
254,PLAYER 2,81,red,4,0,2
254,PLAYER 3,113,yellow,4,1,3
254,PLAYER 4,65,blue,3,0,4
255,PLAYER 1,117,green,4,1,1
255,PLAYER 2,80,red,3,0,2
255,PLAYER 3,58,yellow,3,0,3
255,PLAYER 4,98,blue,3,0,4
256,PLAYER 1,77,green,4,0,1
256,PLAYER 2,112,red,4,1,2
256,PLAYER 3,62,yellow,3,0,3
256,PLAYER 4,78,blue,3,0,4
257,PLAYER 1,106,green,4,1,1
257,PLAYER 2,64,red,3,0,2
257,PLAYER 3,92,yellow,3,0,3
257,PLAYER 4,76,blue,3,0,4
258,PLAYER 1,85,green,4,0,1
258,PLAYER 2,104,red,4,1,2
258,PLAYER 3,60,yellow,3,0,3
258,PLAYER 4,73,blue,3,0,4
259,PLAYER 1,70,green,3,0,1
259,PLAYER 2,77,red,3,0,2
259,PLAYER 3,105,yellow,3,1,3
259,PLAYER 4,53,blue,2,0,4
260,PLAYER 1,100,green,4,1,1
260,PLAYER 2,90,red,3,0,2
260,PLAYER 3,76,yellow,3,0,3
260,PLAYER 4,66,blue,3,0,4
261,PLAYER 1,104,green,4,1,1
261,PLAYER 2,80,red,3,0,2
261,PLAYER 3,94,yellow,3,0,3
261,PLAYER 4,91,blue,3,0,4
262,PLAYER 1,56,green,3,0,1
262,PLAYER 2,119,red,3,1,2
262,PLAYER 3,45,yellow,2,0,3
262,PLAYER 4,52,blue,2,0,4
263,PLAYER 1,91,green,4,0,1
263,PLAYER 2,94,red,4,0,2
263,PLAYER 3,115,yellow,4,1,3
263,PLAYER 4,64,blue,3,0,4
264,PLAYER 1,102,green,4,1,1
264,PLAYER 2,96,red,3,0,2
264,PLAYER 3,52,yellow,3,0,3
264,PLAYER 4,78,blue,3,0,4
265,PLAYER 1,99,green,4,0,1
265,PLAYER 2,103,red,4,1,2
265,PLAYER 3,64,yellow,3,0,3
265,PLAYER 4,69,blue,3,0,4
266,PLAYER 1,119,green,4,1,1
266,PLAYER 2,76,red,3,0,2
266,PLAYER 3,74,yellow,3,0,3
266,PLAYER 4,91,blue,3,0,4
267,PLAYER 1,82,green,4,0,1
267,PLAYER 2,86,red,4,0,2
267,PLAYER 3,101,yellow,4,1,3
267,PLAYER 4,89,blue,3,0,4
268,PLAYER 1,102,green,4,1,1
268,PLAYER 2,71,red,3,0,2
268,PLAYER 3,62,yellow,3,0,3
268,PLAYER 4,79,blue,3,0,4
269,PLAYER 1,101,green,5,1,1
269,PLAYER 2,75,red,4,0,2
269,PLAYER 3,80,yellow,4,0,3
269,PLAYER 4,91,blue,4,0,4
270,PLAYER 1,116,green,4,1,1
270,PLAYER 2,49,red,3,0,2
270,PLAYER 3,91,yellow,3,0,3
270,PLAYER 4,70,blue,3,0,4
271,PLAYER 1,109,green,4,1,1
271,PLAYER 2,45,red,3,0,2
271,PLAYER 3,61,yellow,3,0,3
271,PLAYER 4,46,blue,3,0,4
272,PLAYER 1,90,green,4,0,1
272,PLAYER 2,114,red,4,1,2
272,PLAYER 3,79,yellow,3,0,3
272,PLAYER 4,80,blue,3,0,4
273,PLAYER 1,110,green,4,1,1
273,PLAYER 2,94,red,3,0,2
273,PLAYER 3,62,yellow,3,0,3
273,PLAYER 4,61,blue,3,0,4
274,PLAYER 1,77,green,4,0,1
274,PLAYER 2,84,red,4,0,2
274,PLAYER 3,99,yellow,4,0,3
274,PLAYER 4,107,blue,4,1,4
275,PLAYER 1,90,green,4,0,1
275,PLAYER 2,106,red,4,1,2
275,PLAYER 3,79,yellow,3,0,3
275,PLAYER 4,61,blue,3,0,4
276,PLAYER 1,81,green,3,0,1
276,PLAYER 2,66,red,3,0,2
276,PLAYER 3,94,yellow,3,0,3
276,PLAYER 4,107,blue,3,1,4
277,PLAYER 1,106,green,4,1,1
277,PLAYER 2,67,red,3,0,2
277,PLAYER 3,82,yellow,3,0,3
277,PLAYER 4,64,blue,3,0,4
278,PLAYER 1,92,green,3,0,1
278,PLAYER 2,59,red,3,0,2
278,PLAYER 3,76,yellow,3,0,3
278,PLAYER 4,106,blue,3,1,4
279,PLAYER 1,108,green,4,1,1
279,PLAYER 2,70,red,3,0,2
279,PLAYER 3,98,yellow,3,0,3
279,PLAYER 4,66,blue,3,0,4
280,PLAYER 1,65,green,3,0,1
280,PLAYER 2,89,red,3,0,2
280,PLAYER 3,70,yellow,3,0,3
280,PLAYER 4,113,blue,3,1,4
281,PLAYER 1,111,green,3,1,1
281,PLAYER 2,54,red,2,0,2
281,PLAYER 3,31,yellow,2,0,3
281,PLAYER 4,55,blue,2,0,4
282,PLAYER 1,73,green,4,0,1
282,PLAYER 2,108,red,4,1,2
282,PLAYER 3,79,yellow,3,0,3
282,PLAYER 4,70,blue,3,0,4
283,PLAYER 1,121,green,4,1,1
283,PLAYER 2,72,red,3,0,2
283,PLAYER 3,97,yellow,3,0,3
283,PLAYER 4,57,blue,3,0,4
284,PLAYER 1,124,green,4,1,1
284,PLAYER 2,87,red,3,0,2
284,PLAYER 3,63,yellow,3,0,3
284,PLAYER 4,81,blue,3,0,4
285,PLAYER 1,108,green,4,1,1
285,PLAYER 2,99,red,3,0,2
285,PLAYER 3,97,yellow,3,0,3
285,PLAYER 4,72,blue,3,0,4
286,PLAYER 1,93,green,4,0,1
286,PLAYER 2,117,red,4,1,2
286,PLAYER 3,69,yellow,3,0,3
286,PLAYER 4,64,blue,3,0,4
287,PLAYER 1,105,green,4,1,1
287,PLAYER 2,72,red,3,0,2
287,PLAYER 3,76,yellow,3,0,3
287,PLAYER 4,56,blue,3,0,4
288,PLAYER 1,101,green,4,1,1
288,PLAYER 2,88,red,3,0,2
288,PLAYER 3,67,yellow,3,0,3
288,PLAYER 4,68,blue,3,0,4
289,PLAYER 1,97,green,4,0,1
289,PLAYER 2,115,red,4,1,2
289,PLAYER 3,86,yellow,3,0,3
289,PLAYER 4,82,blue,3,0,4
290,PLAYER 1,103,green,4,1,1
290,PLAYER 2,81,red,3,0,2
290,PLAYER 3,65,yellow,3,0,3
290,PLAYER 4,67,blue,3,0,4
291,PLAYER 1,117,green,4,1,1
291,PLAYER 2,60,red,3,0,2
291,PLAYER 3,70,yellow,3,0,3
291,PLAYER 4,62,blue,3,0,4
292,PLAYER 1,102,green,5,1,1
292,PLAYER 2,68,red,4,0,2
292,PLAYER 3,75,yellow,4,0,3
292,PLAYER 4,86,blue,4,0,4
293,PLAYER 1,102,green,4,1,1
293,PLAYER 2,44,red,3,0,2
293,PLAYER 3,86,yellow,3,0,3
293,PLAYER 4,89,blue,3,0,4
294,PLAYER 1,104,green,4,1,1
294,PLAYER 2,77,red,3,0,2
294,PLAYER 3,78,yellow,3,0,3
294,PLAYER 4,70,blue,3,0,4
295,PLAYER 1,100,green,4,1,1
295,PLAYER 2,82,red,3,0,2
295,PLAYER 3,62,yellow,3,0,3
295,PLAYER 4,83,blue,3,0,4
296,PLAYER 1,113,green,3,1,1
296,PLAYER 2,42,red,2,0,2
296,PLAYER 3,52,yellow,2,0,3
296,PLAYER 4,40,blue,2,0,4
297,PLAYER 1,115,green,3,1,1
297,PLAYER 2,47,red,2,0,2
297,PLAYER 3,43,yellow,2,0,3
297,PLAYER 4,60,blue,2,0,4
298,PLAYER 1,76,green,3,0,1
298,PLAYER 2,87,red,3,0,2
298,PLAYER 3,60,yellow,3,0,3
298,PLAYER 4,100,blue,3,1,4
299,PLAYER 1,119,green,4,1,1
299,PLAYER 2,60,red,3,0,2
299,PLAYER 3,64,yellow,3,0,3
299,PLAYER 4,65,blue,3,0,4
300,PLAYER 1,55,green,3,0,1
300,PLAYER 2,92,red,3,0,2
300,PLAYER 3,104,yellow,3,1,3
300,PLAYER 4,55,blue,2,0,4
301,PLAYER 1,87,green,4,0,1
301,PLAYER 2,106,red,4,1,2
301,PLAYER 3,45,yellow,3,0,3
301,PLAYER 4,76,blue,3,0,4
302,PLAYER 1,97,green,4,0,1
302,PLAYER 2,110,red,4,1,2
302,PLAYER 3,94,yellow,3,0,3
302,PLAYER 4,65,blue,3,0,4
303,PLAYER 1,102,green,5,1,1
303,PLAYER 2,95,red,4,0,2
303,PLAYER 3,99,yellow,4,0,3
303,PLAYER 4,93,blue,4,0,4
304,PLAYER 1,103,green,3,1,1
304,PLAYER 2,64,red,2,0,2
304,PLAYER 3,46,yellow,2,0,3
304,PLAYER 4,36,blue,2,0,4
305,PLAYER 1,101,green,4,1,1
305,PLAYER 2,62,red,3,0,2
305,PLAYER 3,60,yellow,3,0,3
305,PLAYER 4,99,blue,3,0,4
306,PLAYER 1,77,green,4,0,1
306,PLAYER 2,108,red,4,1,2
306,PLAYER 3,94,yellow,3,0,3
306,PLAYER 4,79,blue,3,0,4
307,PLAYER 1,99,green,4,0,1
307,PLAYER 2,86,red,4,0,2
307,PLAYER 3,106,yellow,4,1,3
307,PLAYER 4,72,blue,3,0,4
308,PLAYER 1,100,green,5,1,1
308,PLAYER 2,86,red,4,0,2
308,PLAYER 3,76,yellow,4,0,3
308,PLAYER 4,85,blue,4,0,4
309,PLAYER 1,102,green,4,1,1
309,PLAYER 2,82,red,3,0,2
309,PLAYER 3,51,yellow,3,0,3
309,PLAYER 4,49,blue,3,0,4
310,PLAYER 1,58,green,3,0,1
310,PLAYER 2,107,red,3,1,2
310,PLAYER 3,50,yellow,2,0,3
310,PLAYER 4,67,blue,2,0,4
311,PLAYER 1,103,green,4,1,1
311,PLAYER 2,99,red,3,0,2
311,PLAYER 3,80,yellow,3,0,3
311,PLAYER 4,67,blue,3,0,4
312,PLAYER 1,111,green,4,1,1
312,PLAYER 2,63,red,3,0,2
312,PLAYER 3,73,yellow,3,0,3
312,PLAYER 4,87,blue,3,0,4
313,PLAYER 1,104,green,4,1,1
313,PLAYER 2,79,red,3,0,2
313,PLAYER 3,93,yellow,3,0,3
313,PLAYER 4,84,blue,3,0,4
314,PLAYER 1,73,green,3,0,1
314,PLAYER 2,112,red,3,1,2
314,PLAYER 3,56,yellow,2,0,3
314,PLAYER 4,48,blue,2,0,4
315,PLAYER 1,109,green,3,1,1
315,PLAYER 2,53,red,2,0,2
315,PLAYER 3,63,yellow,2,0,3
315,PLAYER 4,55,blue,2,0,4
316,PLAYER 1,106,green,4,1,1
316,PLAYER 2,68,red,3,0,2
316,PLAYER 3,70,yellow,3,0,3
316,PLAYER 4,97,blue,3,0,4
317,PLAYER 1,108,green,4,1,1
317,PLAYER 2,73,red,3,0,2
317,PLAYER 3,78,yellow,3,0,3
317,PLAYER 4,88,blue,3,0,4
318,PLAYER 1,97,green,4,0,1
318,PLAYER 2,102,red,4,1,2
318,PLAYER 3,76,yellow,3,0,3
318,PLAYER 4,91,blue,3,0,4
319,PLAYER 1,102,green,3,1,1
319,PLAYER 2,51,red,2,0,2
319,PLAYER 3,47,yellow,2,0,3
319,PLAYER 4,66,blue,2,0,4
320,PLAYER 1,81,green,4,0,1
320,PLAYER 2,103,red,4,1,2
320,PLAYER 3,70,yellow,3,0,3
320,PLAYER 4,74,blue,3,0,4
321,PLAYER 1,109,green,4,1,1
321,PLAYER 2,78,red,3,0,2
321,PLAYER 3,73,yellow,3,0,3
321,PLAYER 4,76,blue,3,0,4
322,PLAYER 1,107,green,4,1,1
322,PLAYER 2,77,red,3,0,2
322,PLAYER 3,77,yellow,3,0,3
322,PLAYER 4,76,blue,3,0,4
323,PLAYER 1,114,green,4,1,1
323,PLAYER 2,61,red,3,0,2
323,PLAYER 3,57,yellow,3,0,3
323,PLAYER 4,84,blue,3,0,4
324,PLAYER 1,69,green,4,0,1
324,PLAYER 2,93,red,4,0,2
324,PLAYER 3,102,yellow,4,1,3
324,PLAYER 4,77,blue,3,0,4
325,PLAYER 1,85,green,4,0,1
325,PLAYER 2,84,red,4,0,2
325,PLAYER 3,105,yellow,4,1,3
325,PLAYER 4,75,blue,3,0,4
326,PLAYER 1,100,green,3,1,1
326,PLAYER 2,53,red,2,0,2
326,PLAYER 3,51,yellow,2,0,3
326,PLAYER 4,56,blue,2,0,4
327,PLAYER 1,94,green,4,0,1
327,PLAYER 2,103,red,4,1,2
327,PLAYER 3,91,yellow,3,0,3
327,PLAYER 4,90,blue,3,0,4
328,PLAYER 1,90,green,4,0,1
328,PLAYER 2,100,red,4,1,2
328,PLAYER 3,90,yellow,3,0,3
328,PLAYER 4,78,blue,3,0,4
329,PLAYER 1,104,green,4,1,1
329,PLAYER 2,46,red,3,0,2
329,PLAYER 3,67,yellow,3,0,3
329,PLAYER 4,83,blue,3,0,4
330,PLAYER 1,104,green,4,1,1
330,PLAYER 2,53,red,3,0,2
330,PLAYER 3,95,yellow,3,0,3
330,PLAYER 4,74,blue,3,0,4
331,PLAYER 1,118,green,4,1,1
331,PLAYER 2,83,red,3,0,2
331,PLAYER 3,81,yellow,3,0,3
331,PLAYER 4,94,blue,3,0,4
332,PLAYER 1,66,green,3,0,1
332,PLAYER 2,80,red,3,0,2
332,PLAYER 3,69,yellow,3,0,3
332,PLAYER 4,100,blue,3,1,4
333,PLAYER 1,90,green,4,0,1
333,PLAYER 2,104,red,4,1,2
333,PLAYER 3,60,yellow,3,0,3
333,PLAYER 4,59,blue,3,0,4
334,PLAYER 1,96,green,3,0,1
334,PLAYER 2,103,red,3,1,2
334,PLAYER 3,64,yellow,2,0,3
334,PLAYER 4,79,blue,2,0,4
335,PLAYER 1,84,green,4,0,1
335,PLAYER 2,86,red,4,0,2
335,PLAYER 3,108,yellow,4,1,3
335,PLAYER 4,73,blue,3,0,4
336,PLAYER 1,65,green,4,0,1
